pid,born,age,gender,race,grade,tertiary,province,dweltyp,no_reside,water,elect,work_feb,emdays_feb,emhrs_feb,feb_pay_pure,feb_pay,work_apr,apr_return,worktype,work_code,emdays_apr,emhrs_apr,apr_pay_pure,apr_pay,uif_ters,work_seek,last_seek,hh_childgrant,any_childgrant,hh_govpen,any_govpen,grant_rec,grantyp1,grantyp2,grantyp3,hhincsource1,hhincsource2,hhincsource3,hhincdec1,hhincdec2,hhincdec3,apr_hh_inc,hh_inc_lost,nomoneyfood,7dayshungry,chldcr,time_chldcr,kids_in_school,ed_books,edtv,edradio,edonline,suppgov,suppngo,suppcom
305067,9999,,female,african,,,north west,house/flat,5,no,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,2450.0,no,no,no,no,,1.0,yes,yes,no,no,no,no,no
305076,1974,46,male,african,3,,gauteng,house/flat,6,yes,yes,yes,5.0,8.0,4000,,no,yes,regular job,clerical support,0.0,,5000.0,,no,,,2.0,,0.0,,no,,,,employment,,,from employment,,,5000.0,no,no,no,no,,3.0,yes,yes,yes,no,no,no,no
305095,1983,37,female,african,10,no,north west,house/flat,7,yes,yes,no,0.0,0.0,0,,no,,,unemployed,0.0,0.0,,,no,,,2.0,,0.0,,no,,,,government grants,,,from government grants,,,880.0,yes,yes,yes,yes,over 4 hours more,4.0,yes,yes,no,no,no,no,yes
305109,1987,33,male,african,11,no,northern cape,house/flat,6,yes,yes,yes,,,,"R3,001-R6,000",no,no,,,,,,,,no,1-6 months ago,2.0,,0.0,,no,,,,government grants,friends/family,,from friends/family,,,2500.0,yes,yes,yes,yes,3-4 hours,2.0,yes,yes,no,yes,no,yes,no
305114,1950,70,female,african,7,,northern cape,traditional,4,no,yes,yes,5.0,8.0,1500,,no,no,,,,,,,,,,1.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,2500.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,,yes,no,no
305116,1918,102,male,coloured,5,,north west,house/flat,1,no,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,no income,,,no income,,,0.0,yes,yes,yes,no,,0.0,no,yes,no,no,no,no,no
305117,1942,78,male,african,6,,northern cape,house/flat,5,yes,yes,no,,,1700,,no,,,,0.0,0.0,,,no,,,0.0,,2.0,,yes,pension,,,government grants,,,,,,3400.0,yes,yes,yes,,,,,,,,no,no,no
305119,1984,36,male,african,11,no,northern cape,house/flat,6,yes,yes,yes,5.0,8.0,20800,,no,yes,regular job,operators & assemblers,0.0,0.0,18000.0,,no,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,21000.0,no,no,no,yes,3-4 hours,4.0,yes,yes,yes,yes,yes,no,no
305123,1977,43,female,african,10,no,northern cape,house/flat,5,no,yes,no,,,,,no,no,,,,,,,,,,3.0,,0.0,,no,,,,government grants,,,no income decrease,,,1800.0,no,yes,yes,yes,1-2 hours,4.0,yes,no,yes,no,no,no,no
305136,1988,32,male,african,10,no,northern cape,house/flat,4,no,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,yes,no,no,no
305137,1970,50,female,african,2,,northern cape,other,5,no,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,3.0,,0.0,,no,,,,government grants,,,from government grants,,,840.0,no,yes,yes,yes,over 4 hours more,2.0,yes,no,yes,no,yes,no,no
305138,1991,29,female,african,11,no,northern cape,house/flat,5,no,yes,no,,,,,no,no,,,,,,,,yes,>1 year ago,2.0,,0.0,,yes,child support,,,government grants,,,no income decrease,,,1400.0,no,no,yes,yes,over 4 hours more,3.0,yes,no,yes,no,no,no,no
305139,1978,42,female,african,10,no,gauteng,informal,7,no,no,no,,,,,no,no,,,,,,,,yes,>1 year ago,3.0,,0.0,,no,,,,government grants,,,no income decrease,,,,yes,yes,yes,yes,3-4 hours,2.0,yes,no,yes,no,no,yes,no
305141,1987,33,male,african,12,no,northern cape,house/flat,10,no,yes,yes,5.0,9.0,,"R3,001-R6,000",no,,regular job,operators & assemblers,5.0,12.0,,"R3,001-R6,000",no,,,3.0,,0.0,,no,,,,employment,,,from employment,,,,no,no,no,yes,1-2 hours,2.0,yes,yes,yes,no,no,no,no
305147,1974,46,male,african,12,yes,northern cape,house/flat,5,no,yes,yes,5.0,12.0,17000,,yes,,regular job,craft & trade,5.0,12.0,17000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income,,,17000.0,yes,yes,yes,yes,over 4 hours more,3.0,yes,yes,yes,yes,no,no,no
305169,1940,80,female,african,4,,northern cape,traditional,1,no,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,from government grants,,,1700.0,no,yes,no,no,,0.0,no,no,no,no,yes,no,no
305186,1980,40,female,african,11,no,gauteng,informal,5,yes,no,no,,,,"<R3,000",no,,,,,,,,,no,1-6 months ago,,no,,no,no,,,,government grants,,,from employment,,,,no,no,no,,,,,,,,yes,no,no
305188,1969,51,female,african,12,no,gauteng,informal,2,no,no,yes,3.0,3.0,500,,yes,,self-employed,,,,,,,,,1.0,,0.0,,no,,,,own business,government grants,,from own business,,,950.0,yes,yes,yes,no,,1.0,yes,yes,yes,no,no,yes,yes
305196,1987,33,male,african,11,no,gauteng,house/flat,2,yes,yes,no,5.0,8.0,,,no,,casual work,elementary occup,,,,,no,,,0.0,,0.0,,no,,,,friends/family,,,from friends/family,,,,yes,yes,yes,,,,,,,,no,no,no
305197,1978,42,female,african,12,yes,northern cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,2.0,,1.0,,no,,,,government grants,,,no income decrease,,,4400.0,no,yes,no,yes,over 4 hours more,2.0,no,yes,yes,no,no,no,no
305199,1978,42,female,african,12,no,northern cape,house/flat,8,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,1.0,,no,,,,no income,,,from friends/family,,,2500.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
305223,1988,32,female,coloured,11,no,northern cape,house/flat,4,yes,yes,yes,5.0,7.0,1000,,yes,,regular job,elementary occup,5.0,7.0,1000.0,,no,,,2.0,,1.0,,no,,,,government grants,,,from government grants,,,,yes,yes,no,yes,over 4 hours more,3.0,no,no,no,no,no,no,yes
305225,1951,69,female,african,no schooling,,northern cape,house/flat,13,yes,yes,no,,,,,no,no,,,,,,,,,,6.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,yes,yes,yes,yes,over 4 hours more,4.0,yes,yes,no,no,yes,no,no
305243,1962,58,female,coloured,8,,northern cape,other,2,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,no,,,,friends/family,,,no income decrease,,,4000.0,no,no,no,,,,,,,,yes,yes,no
305256,1948,72,male,coloured,5,,western cape,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,4.0,,no,,,,government grants,,,no income decrease,,,2400.0,no,yes,yes,,,,,,,,no,no,no
305260,1988,32,female,coloured,10,yes,northern cape,other,3,yes,yes,yes,5.0,8.0,2565,,yes,,regular job,managers,0.0,0.0,1980.0,,no,,,1.0,,0.0,,no,,,,employment,,,from government grants,,,2500.0,yes,yes,yes,,,3.0,yes,no,yes,no,no,no,no
305267,1992,28,male,coloured,12,yes,northern cape,house/flat,2,yes,yes,yes,5.0,10.0,19000,,yes,,regular job,craft & trade,5.0,5.0,21000.0,,no,,,1.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
305268,1957,63,male,coloured,7,,northern cape,house/flat,4,yes,yes,yes,2.0,8.0,780,,no,no,,,,,,,,no,1-6 months ago,0.0,,2.0,,yes,pension,,,employment,government grants,,from employment,,,2000.0,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
305269,1984,36,female,coloured,12,yes,northern cape,house/flat,6,yes,yes,yes,,,3000,,yes,,regular job,professionals,,,2000.0,,no,,,0.0,,2.0,,no,,,,employment,government grants,,from other,,,7000.0,no,yes,no,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
305270,1962,58,female,coloured,9,yes,northern cape,house/flat,7,yes,yes,yes,1.0,8.0,1400,,yes,,self-employed,,,,,,,,,0.0,,2.0,,no,,,,employment,government grants,,from employment,from government grants,,3600.0,yes,yes,no,,,,,,,,yes,no,no
305295,1975,45,female,african,12,no,northern cape,house/flat,8,yes,yes,yes,4.0,12.0,5400,,yes,,regular job,service & sales,4.0,12.0,5400.0,,no,,,3.0,,0.0,,no,,,,employment,government grants,,from employment,from government grants,,6600.0,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
305296,1976,44,male,african,12,no,northern cape,house/flat,4,yes,yes,yes,5.0,8.0,4000,,no,,casual work,operators & assemblers,5.0,8.0,4000.0,,no,,,1.0,,0.0,,no,,,,employment,government grants,,from employment,,,4400.0,yes,no,no,yes,3-4 hours,2.0,yes,yes,no,yes,no,no,no
305298,1957,63,female,coloured,8,,northern cape,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,1.0,,yes,pension,foster child care,,government grants,,,no income decrease,,,5000.0,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
305401,1991,29,male,african,9,no,limpopo,house/flat,4,no,yes,yes,5.0,9.0,2500,,yes,,casual work,craft & trade,5.0,9.0,2500.0,,no,,,2.0,,0.0,,no,,,,employment,,,from employment,,,3300.0,yes,yes,no,yes,over 4 hours more,1.0,no,no,yes,no,no,no,yes
305408,9999,,female,african,0,,limpopo,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,3.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,no,no,no,yes,,2.0,,,,,no,no,no
305409,1973,47,female,african,8,,limpopo,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,2.0,,3.0,,yes,pension,,,no income,,,no income,,,,no,no,no,yes,1-2 hours,2.0,yes,no,yes,no,no,no,no
305411,1987,33,female,african,11,no,limpopo,house/flat,12,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,5.0,,1.0,,no,,,,employment,,,no income decrease,,,4500.0,no,yes,no,yes,3-4 hours,3.0,no,yes,yes,yes,yes,yes,no
305414,1948,72,female,african,7,,limpopo,house/flat,3,yes,yes,retired,,,,,,,,,,,,,,,,1.0,,1.0,,yes,pension,,,government grants,friends/family,,from friends/family,,,1700.0,yes,no,no,yes,over 4 hours more,1.0,no,yes,yes,no,no,no,no
305418,1986,34,male,african,0,,limpopo,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,no income,,,no income,,,0.0,yes,yes,no,yes,over 4 hours more,1.0,no,no,no,no,no,no,no
305421,1983,37,male,african,12,yes,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,other,,,,,,,no,no,no,,,,,,,,no,no,no
305425,9999,,female,african,2,,limpopo,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,,,2.0,,3.0,,yes,pension,,,government grants,,,from employment,,,1780.0,no,no,no,yes,over 4 hours more,2.0,no,yes,,,no,no,no
305426,1978,42,female,african,10,no,limpopo,house/flat,7,yes,yes,yes,3.0,7.0,1500,,no,no,,,,,,,,no,never worked,2.0,,0.0,,yes,child support,,,government grants,friends/family,,from friends/family,,,880.0,yes,yes,no,yes,over 4 hours more,4.0,yes,yes,yes,no,no,no,no
305430,1967,53,female,african,12,no,limpopo,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,0.0,,no,,,,no income,,,no income,,,0.0,yes,yes,no,,,,,,,,no,no,no
305431,1988,32,female,african,11,no,limpopo,house/flat,6,yes,yes,no,5.0,,800,,no,,self-employed,,,,,,,,,1.0,,1.0,,yes,child support,,,own business,government grants,,from own business,,,,no,no,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
305432,1954,66,female,african,0,,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,4.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,yes,no,no
305434,1982,38,female,african,9,no,limpopo,house/flat,6,yes,yes,yes,3.0,5.0,1300,,yes,,casual work,service & sales,3.0,5.0,1300.0,,no,,,4.0,,0.0,,yes,child support,,,employment,government grants,,from employment,,,2000.0,yes,yes,no,,,,,,,,no,no,no
305435,1948,72,female,african,3,,limpopo,house/flat,2,yes,yes,no,,,,,no,,,,,,,,,,,0.0,,2.0,,yes,pension,,,,,,,,,3500.0,no,no,no,,,,,,,,no,no,no
305436,1990,30,male,african,7,,limpopo,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,no,within last month,2.0,,0.0,,no,,,,employment,,,from employment,,,,yes,yes,no,yes,over 4 hours more,1.0,no,no,yes,no,no,no,no
305439,1972,48,female,african,11,no,limpopo,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,no,,,,government grants,,,no income decrease,,,1700.0,yes,yes,yes,yes,,2.0,yes,yes,yes,no,no,no,no
305441,1985,35,male,african,12,yes,limpopo,house/flat,6,yes,yes,no,5.0,8.0,500,,no,no,,,,,,,,no,1-6 months ago,1.0,,1.0,,no,,,,employment,,,from employment,,,,yes,yes,yes,yes,3-4 hours,2.0,yes,no,no,no,no,no,no
305442,9999,,female,african,0,,limpopo,house/flat,2,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,2.0,,yes,pension,,,government grants,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
305443,1958,62,male,african,6,,north west,house/flat,4,yes,yes,no,,,,,no,,run a business,,,,,,,,,2.0,,1.0,,yes,pension,,,government grants,,,from own business,,,1700.0,yes,no,yes,yes,over 4 hours more,1.0,yes,no,yes,yes,no,no,yes
305445,9999,,female,african,0,,limpopo,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,,no,no,no,yes,over 4 hours more,2.0,yes,yes,,,no,no,no
305448,1973,47,female,african,12,no,northern cape,house/flat,8,no,yes,retired,,,,,,,,,,,,,,,,,yes,1.0,,no,,,,government grants,,,no income decrease,,,1540.0,yes,yes,yes,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,yes
305449,1945,75,female,african,8,,northern cape,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,,,4.0,,1.0,,no,,,,government grants,,,no income decrease,,,4300.0,yes,yes,yes,yes,over 4 hours more,3.0,no,yes,no,yes,no,no,no
305452,1985,35,male,african,12,no,limpopo,house/flat,1,yes,yes,yes,,,,,yes,,casual work,service & sales,,,,,no,,,0.0,,0.0,,no,,,,,,,,,,,no,no,yes,no,,0.0,no,no,no,no,no,no,no
305455,1953,67,female,african,7,,limpopo,traditional,6,yes,yes,no,7.0,3.0,1790,,no,no,,,,,,,,no,within last month,0.0,,1.0,,yes,pension,,,own business,,,from own business,,,2110.0,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,yes,no,no,no,no
305470,1991,29,male,african,10,no,limpopo,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,no,1-6 months ago,2.0,,1.0,,no,,,,government grants,,,from government grants,,,,no,yes,no,yes,over 4 hours more,2.0,no,yes,yes,no,no,no,no
305473,1990,30,female,african,12,yes,gauteng,house/flat,3,yes,yes,yes,5.0,8.0,,"R12,001-R24,000",yes,,regular job,clerical support,5.0,3.0,,"R12,001-R24,000",no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,yes,over 4 hours more,1.0,yes,no,no,yes,no,no,no
305476,1975,45,female,african,12,yes,limpopo,traditional,4,yes,yes,yes,5.0,7.0,5000,,no,no,,,,,,,,,,0.0,,0.0,,yes,other,,,employment,,,no income decrease,,,15000.0,yes,no,no,yes,over 4 hours more,2.0,no,yes,yes,yes,no,no,no
305484,9999,,male,african,9,no,limpopo,house/flat,6,yes,yes,no,,,,,no,no,,,,,,,,yes,never worked,0.0,,1.0,,no,,,,government grants,,,no income decrease,,,2100.0,yes,yes,yes,yes,3-4 hours,2.0,yes,yes,yes,yes,no,no,no
305485,1987,33,male,african,12,no,limpopo,house/flat,4,no,yes,no,,,,,yes,,casual work,operators & assemblers,2.0,3.0,4500.0,,yes,,,2.0,,1.0,,no,,,,no income,,,from government grants,,,,no,no,no,no,,2.0,yes,no,no,no,,no,no
305490,1985,35,male,african,10,yes,north west,house/flat,7,yes,yes,no,,,,,no,no,,,,,,,,yes,never worked,0.0,,0.0,,no,,,,government grants,,,from government grants,,,,yes,yes,yes,no,,1.0,no,no,no,yes,no,no,no
305497,1975,45,male,african,12,yes,northern cape,house/flat,1,yes,yes,yes,5.0,8.0,,"R12,001-R24,000",yes,,regular job,operators & assemblers,0.0,0.0,,"R12,001-R24,000",no,,,,no,,no,no,,,,employment,,,,,,,no,yes,yes,yes,,2.0,yes,,,yes,no,no,yes
305498,1948,72,female,african,7,,north west,house/flat,2,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1480.0,yes,yes,yes,,,,,,,,no,no,no
305500,1974,46,male,african,11,yes,limpopo,house/flat,6,yes,yes,no,,,,,no,,self-employed,,,,,,,,,2.0,,0.0,,no,,,,own business,,,from own business,,,,yes,yes,yes,yes,over 4 hours more,3.0,no,yes,yes,no,no,no,no
305502,1989,31,male,african,11,no,gauteng,house/flat,4,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,1.0,,0.0,,no,,,,government grants,friends/family,,from employment,,,,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,yes,no,no,no,no
305503,1969,51,female,african,12,yes,gauteng,house/flat,5,yes,yes,yes,5.0,8.0,,"R12,001-R24,000",yes,,regular job,professionals,5.0,5.0,,"R12,001-R24,000",no,,,0.0,,1.0,,no,,,,employment,,,no income decrease,,,24000.0,no,no,no,yes,over 4 hours more,1.0,yes,yes,no,yes,no,no,no
305510,1960,60,male,african,7,,north west,house/flat,8,yes,yes,no,,,,,,no,,,,,,,,no,>1 year ago,1.0,,1.0,,no,,,,employment,friends/family,,from employment,,,,yes,no,no,yes,over 4 hours more,1.0,yes,,yes,,no,no,no
305511,1959,61,female,african,12,no,north west,house/flat,4,no,yes,no,,,,,no,no,,,,,,,,,,1.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,2080.0,yes,yes,yes,yes,3-4 hours,1.0,yes,no,no,no,no,no,no
305520,1992,28,male,african,12,yes,north west,house/flat,8,yes,yes,no,,,,,no,yes,regular job,clerical support,,,7000.0,,no,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,2.0,yes,no,no,no,no,no,no
305529,1972,48,female,african,12,yes,mpumalanga,house/flat,7,no,yes,yes,5.0,5.0,,0,no,,casual work,service & sales,,,,,no,,,2.0,,0.0,,no,,,,government grants,friends/family,,no income,,,840.0,yes,yes,yes,yes,over 4 hours more,1.0,yes,yes,no,no,no,no,no
305546,1949,71,male,african,5,,limpopo,house/flat,5,yes,yes,no,,,,,no,,,,,,,,,no,>1 year ago,1.0,,2.0,,yes,pension,,,government grants,,,from government grants,,,16000.0,no,yes,no,yes,3-4 hours,,,,,,no,no,no
305549,1973,47,male,african,9,no,limpopo,house/flat,4,yes,yes,yes,5.0,8.0,5200,,yes,,casual work,technicians & assoc prof,,,4300.0,,yes,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,1.0,no,yes,no,no,no,no,no
305550,1957,63,male,african,2,,limpopo,house/flat,9,no,yes,retired,,,,,,,,,,,,,,,,3.0,,1.0,,yes,pension,,,government grants,,,from government grants,,,,no,yes,no,yes,over 4 hours more,4.0,no,no,no,no,no,no,no
305552,1983,37,male,african,9,no,limpopo,house/flat,4,no,yes,yes,4.0,5.0,,"<R3,000",yes,,casual work,service & sales,,,,,no,,,0.0,,1.0,,no,,,,no income,,,no income decrease,,,,yes,yes,yes,yes,over 4 hours more,2.0,yes,yes,yes,yes,no,no,no
305553,1971,49,female,african,11,no,limpopo,informal,7,yes,no,yes,5.0,8.0,,"R3,001-R6,000",yes,,regular job,elementary occup,5.0,8.0,,"R3,001-R6,000",no,,,2.0,,0.0,,no,,,,employment,,,no income decrease,,,3200.0,no,no,no,no,,0.0,no,no,yes,no,no,no,no
305554,1970,50,male,african,7,,limpopo,informal,7,no,no,yes,5.0,8.0,3500,,yes,,regular job,operators & assemblers,5.0,8.0,3500.0,,no,,,2.0,,0.0,,no,,,,employment,government grants,,from employment,from government grants,,3500.0,no,yes,no,yes,over 4 hours more,2.0,no,yes,yes,yes,no,no,no
305565,1988,32,female,african,12,no,north west,house/flat,7,no,yes,no,,,,,no,no,,,,,,,,yes,never worked,3.0,,1.0,,yes,child support,,,employment,government grants,,from employment,,,4500.0,yes,yes,no,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
305569,1932,88,female,coloured,12,no,north west,house/flat,1,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,from government grants,,,,no,no,no,no,,0.0,no,no,no,no,no,no,no
305584,1960,60,male,african,12,yes,north west,house/flat,3,no,yes,yes,5.0,8.0,18600,,no,,regular job,technicians & assoc prof,5.0,8.0,18600.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,18600.0,no,no,no,,,,,,,,no,no,no
305585,1972,48,female,african,12,no,north west,house/flat,3,no,yes,no,,,,,no,no,,,,,,,,,,0.0,,0.0,,no,,,,employment,,,,,,,,no,no,,,,,,,,no,no,no
305587,1971,49,female,african,no schooling,,north west,traditional,8,no,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,3.0,,1.0,,no,,,,government grants,,,no income decrease,,,,no,yes,yes,yes,over 4 hours more,3.0,yes,yes,yes,no,no,no,no
305593,1977,43,female,african,11,no,north west,house/flat,3,yes,yes,no,,,,,no,no,,,,,,,,no,never worked,1.0,,0.0,,no,,,,government grants,friends/family,,from friends/family,,,2800.0,yes,no,no,,,,,,,,no,no,no
305594,1985,35,female,african,10,no,north west,house/flat,2,no,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,no,,,,government grants,,,no income decrease,,,450.0,no,yes,yes,no,,1.0,yes,yes,yes,no,no,no,no
305597,1986,34,female,african,11,no,north west,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,,,3.0,,0.0,,no,,,,government grants,,,no income,,,1880.0,no,no,no,yes,over 4 hours more,3.0,yes,yes,no,no,no,no,no
305598,1992,28,male,african,12,yes,north west,house/flat,1,yes,yes,yes,4.0,8.0,,,yes,,regular job,professionals,,,,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,no,,0.0,no,no,no,no,no,no,no
305612,1941,79,female,african,,,north west,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,employment,,,from employment,,,30000.0,yes,no,no,yes,3-4 hours,1.0,no,yes,no,no,no,no,no
305629,1991,29,male,african,12,yes,free state,house/flat,5,yes,yes,yes,4.0,6.0,3000,,no,no,,,,,,,,yes,1-6 months ago,0.0,,0.0,,no,,,,own business,,,from own business,,,,yes,no,no,,,,,,,,no,no,yes
305640,1959,61,male,african,12,no,mpumalanga,house/flat,3,yes,yes,yes,7.0,5.0,37000,,yes,,regular job,service & sales,5.0,7.0,32000.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,32000.0,no,no,no,no,,0.0,no,yes,no,no,no,no,no
305645,1985,35,female,african,12,yes,north west,house/flat,4,yes,yes,yes,5.0,8.0,18000,,yes,,regular job,managers,5.0,8.0,18000.0,,yes,,,0.0,,0.0,,no,,,,employment,,,from employment,,,11000.0,yes,yes,no,yes,over 4 hours more,2.0,yes,yes,no,yes,no,no,no
305647,1974,46,female,african,12,yes,mpumalanga,house/flat,3,yes,yes,yes,5.0,8.0,12500,,yes,,regular job,clerical support,2.0,1.0,12500.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,45000.0,no,no,no,,,,,,,,no,no,no
305653,1962,58,male,african,9,no,free state,house/flat,3,no,yes,no,,,,,no,no,,,,,,,,no,>1 year ago,0.0,,0.0,,no,,,,employment,,,no income decrease,,,,no,no,no,,,,,,,,no,no,no
305655,1951,69,female,african,5,,northern cape,house/flat,8,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,1.0,,yes,pension,,,government grants,,,no income decrease,,,1800.0,no,no,no,no,,2.0,yes,yes,yes,,no,no,no
305658,1957,63,male,african,11,no,limpopo,house/flat,5,yes,yes,retired,,,,,,,,,,,,,,,,0.0,,0.0,,no,,,,other,,,no income decrease,,,,,no,no,yes,over 4 hours more,1.0,yes,yes,yes,,no,no,no
305675,1990,30,male,african,12,no,gauteng,house/flat,1,yes,yes,yes,0.0,0.0,0,,yes,,regular job,service & sales,6.0,12.0,6800.0,,no,,,0.0,,0.0,,no,,,,employment,,,no income decrease,,,7300.0,no,no,no,no,,0.0,no school books,no,no,no,no,yes,no
305677,1977,43,female,african,12,yes,free state,house/flat,5,yes,yes,no,,,,,no,no,,,,,,,,,,0.0,,1.0,,no,,,,government grants,friends/family,,from friends/family,,,,no,no,no,no,,2.0,yes,yes,yes,yes,no,no,no
305679,1949,71,female,african,0,,free state,house/flat,5,no,yes,no,,,,,no,no,,,,,,,,,,1.0,,0.0,,yes,pension,,,government grants,,,no income decrease,,,2100.0,no,no,no,no,,3.0,yes,yes,yes,yes,yes,no,no
305687,1976,44,male,african,12,yes,free state,informal,4,yes,yes,yes,6.0,8.0,10100,,no,,regular job,operators & assemblers,,,10100.0,,no,,,2.0,,0.0,,no,,,,employment,,,from employment,,,10100.0,no,yes,no,no,,2.0,yes,yes,yes,yes,no,no,no
